 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00 
 5.00000000e-03  5.00000000e-03  5.00000000e-03  1.80000000e+00 
 1.00000000e-02  1.00000000e-02  1.00000000e-02  1.80000000e+00 
 1.50000000e-02  1.50000000e-02  1.50000000e-02  1.80000000e+00 
 2.00000000e-02  2.00000000e-02  2.00000000e-02  1.80000000e+00 
 2.50000000e-02  2.50000000e-02  2.50000000e-02  1.80000000e+00 
 3.00000000e-02  3.00000000e-02  3.00000000e-02  1.80000000e+00 
 3.50000000e-02  3.50000000e-02  3.50000000e-02  1.80000000e+00 
 4.00000000e-02  4.00000000e-02  4.00000000e-02  1.80000000e+00 
 4.50000000e-02  4.50000000e-02  4.50000000e-02  1.80000000e+00 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  1.80000000e+00 
 5.50000000e-02  5.50000000e-02  5.50000000e-02  1.80000000e+00 
 6.00000000e-02  6.00000000e-02  6.00000000e-02  1.80000000e+00 
 6.50000000e-02  6.50000000e-02  6.50000000e-02  1.80000000e+00 
 7.00000000e-02  7.00000000e-02  7.00000000e-02  1.80000000e+00 
 7.50000000e-02  7.50000000e-02  7.50000000e-02  1.80000000e+00 
 8.00000000e-02  8.00000000e-02  8.00000000e-02  1.80000000e+00 
 8.50000000e-02  8.50000000e-02  8.50000000e-02  1.80000000e+00 
 9.00000000e-02  9.00000000e-02  9.00000000e-02  1.80000000e+00 
 9.50000000e-02  9.50000000e-02  9.50000000e-02  1.80000000e+00 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  1.80000000e+00 
 1.05000000e-01  1.05000000e-01  1.05000000e-01  1.80000000e+00 
 1.10000000e-01  1.10000000e-01  1.10000000e-01  1.80000000e+00 
 1.15000000e-01  1.15000000e-01  1.15000000e-01  1.80000000e+00 
 1.20000000e-01  1.20000000e-01  1.20000000e-01  1.80000000e+00 
 1.25000000e-01  1.25000000e-01  1.25000000e-01  1.80000000e+00 
 1.30000000e-01  1.30000000e-01  1.30000000e-01  1.80000000e+00 
 1.35000000e-01  1.35000000e-01  1.35000000e-01  1.80000000e+00 
 1.40000000e-01  1.40000000e-01  1.40000000e-01  1.80000000e+00 
 1.45000000e-01  1.45000000e-01  1.45000000e-01  1.80000000e+00 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  1.80000000e+00 
 1.55000000e-01  1.55000000e-01  1.55000000e-01  1.80000000e+00 
 1.60000000e-01  1.60000000e-01  1.60000000e-01  1.80000000e+00 
 1.65000000e-01  1.65000000e-01  1.65000000e-01  1.80000000e+00 
 1.70000000e-01  1.70000000e-01  1.70000000e-01  1.80000000e+00 
 1.75000000e-01  1.75000000e-01  1.75000000e-01  1.80000000e+00 
 1.80000000e-01  1.80000000e-01  1.80000000e-01  1.79999999e+00 
 1.85000000e-01  1.85000000e-01  1.85000000e-01  1.79999999e+00 
 1.90000000e-01  1.90000000e-01  1.90000000e-01  1.79999999e+00 
 1.95000000e-01  1.95000000e-01  1.95000000e-01  1.79999999e+00 
 2.00000000e-01  2.00000000e-01  2.00000000e-01  1.79999999e+00 
 2.05000000e-01  2.05000000e-01  2.05000000e-01  1.79999999e+00 
 2.10000000e-01  2.10000000e-01  2.10000000e-01  1.79999999e+00 
 2.15000000e-01  2.15000000e-01  2.15000000e-01  1.79999999e+00 
 2.20000000e-01  2.20000000e-01  2.20000000e-01  1.79999999e+00 
 2.25000000e-01  2.25000000e-01  2.25000000e-01  1.79999999e+00 
 2.30000000e-01  2.30000000e-01  2.30000000e-01  1.79999998e+00 
 2.35000000e-01  2.35000000e-01  2.35000000e-01  1.79999998e+00 
 2.40000000e-01  2.40000000e-01  2.40000000e-01  1.79999998e+00 
 2.45000000e-01  2.45000000e-01  2.45000000e-01  1.79999998e+00 
 2.50000000e-01  2.50000000e-01  2.50000000e-01  1.79999997e+00 
 2.55000000e-01  2.55000000e-01  2.55000000e-01  1.79999997e+00 
 2.60000000e-01  2.60000000e-01  2.60000000e-01  1.79999996e+00 
 2.65000000e-01  2.65000000e-01  2.65000000e-01  1.79999996e+00 
 2.70000000e-01  2.70000000e-01  2.70000000e-01  1.79999995e+00 
 2.75000000e-01  2.75000000e-01  2.75000000e-01  1.79999994e+00 
 2.80000000e-01  2.80000000e-01  2.80000000e-01  1.79999994e+00 
 2.85000000e-01  2.85000000e-01  2.85000000e-01  1.79999993e+00 
 2.90000000e-01  2.90000000e-01  2.90000000e-01  1.79999991e+00 
 2.95000000e-01  2.95000000e-01  2.95000000e-01  1.79999990e+00 
 3.00000000e-01  3.00000000e-01  3.00000000e-01  1.79999989e+00 
 3.05000000e-01  3.05000000e-01  3.05000000e-01  1.79999987e+00 
 3.10000000e-01  3.10000000e-01  3.10000000e-01  1.79999985e+00 
 3.15000000e-01  3.15000000e-01  3.15000000e-01  1.79999983e+00 
 3.20000000e-01  3.20000000e-01  3.20000000e-01  1.79999980e+00 
 3.25000000e-01  3.25000000e-01  3.25000000e-01  1.79999977e+00 
 3.30000000e-01  3.30000000e-01  3.30000000e-01  1.79999974e+00 
 3.35000000e-01  3.35000000e-01  3.35000000e-01  1.79999970e+00 
 3.40000000e-01  3.40000000e-01  3.40000000e-01  1.79999965e+00 
 3.45000000e-01  3.45000000e-01  3.45000000e-01  1.79999960e+00 
 3.50000000e-01  3.50000000e-01  3.50000000e-01  1.79999954e+00 
 3.55000000e-01  3.55000000e-01  3.55000000e-01  1.79999947e+00 
 3.60000000e-01  3.60000000e-01  3.60000000e-01  1.79999939e+00 
 3.65000000e-01  3.65000000e-01  3.65000000e-01  1.79999929e+00 
 3.70000000e-01  3.70000000e-01  3.70000000e-01  1.79999919e+00 
 3.75000000e-01  3.75000000e-01  3.75000000e-01  1.79999906e+00 
 3.80000000e-01  3.80000000e-01  3.80000000e-01  1.79999892e+00 
 3.85000000e-01  3.85000000e-01  3.85000000e-01  1.79999876e+00 
 3.90000000e-01  3.90000000e-01  3.90000000e-01  1.79999857e+00 
 3.95000000e-01  3.95000000e-01  3.95000000e-01  1.79999835e+00 
 4.00000000e-01  4.00000000e-01  4.00000000e-01  1.79999810e+00 
 4.05000000e-01  4.05000000e-01  4.05000000e-01  1.79999781e+00 
 4.10000000e-01  4.10000000e-01  4.10000000e-01  1.79999748e+00 
 4.15000000e-01  4.15000000e-01  4.15000000e-01  1.79999709e+00 
 4.20000000e-01  4.20000000e-01  4.20000000e-01  1.79999665e+00 
 4.25000000e-01  4.25000000e-01  4.25000000e-01  1.79999615e+00 
 4.30000000e-01  4.30000000e-01  4.30000000e-01  1.79999556e+00 
 4.35000000e-01  4.35000000e-01  4.35000000e-01  1.79999489e+00 
 4.40000000e-01  4.40000000e-01  4.40000000e-01  1.79999412e+00 
 4.45000000e-01  4.45000000e-01  4.45000000e-01  1.79999323e+00 
 4.50000000e-01  4.50000000e-01  4.50000000e-01  1.79999221e+00 
 4.55000000e-01  4.55000000e-01  4.55000000e-01  1.79999104e+00 
 4.60000000e-01  4.60000000e-01  4.60000000e-01  1.79998969e+00 
 4.65000000e-01  4.65000000e-01  4.65000000e-01  1.79998815e+00 
 4.70000000e-01  4.70000000e-01  4.70000000e-01  1.79998637e+00 
 4.75000000e-01  4.75000000e-01  4.75000000e-01  1.79998433e+00 
 4.80000000e-01  4.80000000e-01  4.80000000e-01  1.79998199e+00 
 4.85000000e-01  4.85000000e-01  4.85000000e-01  1.79997931e+00 
 4.90000000e-01  4.90000000e-01  4.90000000e-01  1.79997624e+00 
 4.95000000e-01  4.95000000e-01  4.95000000e-01  1.79997272e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  1.79996868e+00 
 5.05000000e-01  5.05000000e-01  5.05000000e-01  1.79996407e+00 
 5.10000000e-01  5.10000000e-01  5.10000000e-01  1.79995879e+00 
 5.15000000e-01  5.15000000e-01  5.15000000e-01  1.79995275e+00 
 5.20000000e-01  5.20000000e-01  5.20000000e-01  1.79994586e+00 
 5.25000000e-01  5.25000000e-01  5.25000000e-01  1.79993798e+00 
 5.30000000e-01  5.30000000e-01  5.30000000e-01  1.79992899e+00 
 5.35000000e-01  5.35000000e-01  5.35000000e-01  1.79991874e+00 
 5.40000000e-01  5.40000000e-01  5.40000000e-01  1.79990706e+00 
 5.45000000e-01  5.45000000e-01  5.45000000e-01  1.79989375e+00 
 5.50000000e-01  5.50000000e-01  5.50000000e-01  1.79987860e+00 
 5.55000000e-01  5.55000000e-01  5.55000000e-01  1.79986138e+00 
 5.60000000e-01  5.60000000e-01  5.60000000e-01  1.79984181e+00 
 5.65000000e-01  5.65000000e-01  5.65000000e-01  1.79981958e+00 
 5.70000000e-01  5.70000000e-01  5.70000000e-01  1.79979436e+00 
 5.75000000e-01  5.75000000e-01  5.75000000e-01  1.79976577e+00 
 5.80000000e-01  5.80000000e-01  5.80000000e-01  1.79973338e+00 
 5.85000000e-01  5.85000000e-01  5.85000000e-01  1.79969671e+00 
 5.90000000e-01  5.90000000e-01  5.90000000e-01  1.79965524e+00 
 5.95000000e-01  5.95000000e-01  5.95000000e-01  1.79960838e+00 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  1.79955546e+00 
 6.05000000e-01  6.05000000e-01  6.05000000e-01  1.79949575e+00 
 6.10000000e-01  6.10000000e-01  6.10000000e-01  1.79942845e+00 
 6.15000000e-01  6.15000000e-01  6.15000000e-01  1.79935264e+00 
 6.20000000e-01  6.20000000e-01  6.20000000e-01  1.79926731e+00 
 6.25000000e-01  6.25000000e-01  6.25000000e-01  1.79917136e+00 
 6.30000000e-01  6.30000000e-01  6.30000000e-01  1.79906354e+00 
 6.35000000e-01  6.35000000e-01  6.35000000e-01  1.79894248e+00 
 6.40000000e-01  6.40000000e-01  6.40000000e-01  1.79880667e+00 
 6.45000000e-01  6.45000000e-01  6.45000000e-01  1.79865444e+00 
 6.50000000e-01  6.50000000e-01  6.50000000e-01  1.79848392e+00 
 6.55000000e-01  6.55000000e-01  6.55000000e-01  1.79829307e+00 
 6.60000000e-01  6.60000000e-01  6.60000000e-01  1.79807964e+00 
 6.65000000e-01  6.65000000e-01  6.65000000e-01  1.79784115e+00 
 6.70000000e-01  6.70000000e-01  6.70000000e-01  1.79757487e+00 
 6.75000000e-01  6.75000000e-01  6.75000000e-01  1.79727780e+00 
 6.80000000e-01  6.80000000e-01  6.80000000e-01  1.79694666e+00 
 6.85000000e-01  6.85000000e-01  6.85000000e-01  1.79657782e+00 
 6.90000000e-01  6.90000000e-01  6.90000000e-01  1.79616736e+00 
 6.95000000e-01  6.95000000e-01  6.95000000e-01  1.79571096e+00 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  1.79520390e+00 
 7.05000000e-01  7.05000000e-01  7.05000000e-01  1.79464105e+00 
 7.10000000e-01  7.10000000e-01  7.10000000e-01  1.79401682e+00 
 7.15000000e-01  7.15000000e-01  7.15000000e-01  1.79332511e+00 
 7.20000000e-01  7.20000000e-01  7.20000000e-01  1.79255929e+00 
 7.25000000e-01  7.25000000e-01  7.25000000e-01  1.79171215e+00 
 7.30000000e-01  7.30000000e-01  7.30000000e-01  1.79077583e+00 
 7.35000000e-01  7.35000000e-01  7.35000000e-01  1.78974181e+00 
 7.40000000e-01  7.40000000e-01  7.40000000e-01  1.78860077e+00 
